#Julian Date	Day	Month	Year	Hour	Minute	Second	East	North	Altitude
#[j]	[j]	[mois]	[année]	[h]	[min]	[s]	[m]	[m]	[m]
2459291.956201975	18	3	2021	10	56	55.851	2501026.432	1117429.050	384.431
2459291.956202519	18	3	2021	10	56	55.898	2501026.433	1117429.053	384.432
2459291.956203526	18	3	2021	10	56	55.985	2501026.433	1117429.053	384.428
2459291.956204290	18	3	2021	10	56	56.051	2501026.433	1117429.053	384.426
2459291.956204857	18	3	2021	10	56	56.100	2501026.432	1117429.049	384.430
2459291.956205482	18	3	2021	10	56	56.154	2501026.431	1117429.047	384.426
2459291.956206385	18	3	2021	10	56	56.232	2501026.432	1117429.051	384.430
2459291.956208537	18	3	2021	10	56	56.418	2501026.432	1117429.048	384.429
2459291.956209301	18	3	2021	10	56	56.484	2501026.432	1117429.050	384.431
2459291.956209869	18	3	2021	10	56	56.533	2501026.432	1117429.050	384.425
2459291.956210644	18	3	2021	10	56	56.600	2501026.432	1117429.051	384.424
2459291.956211408	18	3	2021	10	56	56.666	2501026.432	1117429.049	384.426
2459291.956212010	18	3	2021	10	56	56.718	2501026.432	1117429.051	384.427
2459291.956213538	18	3	2021	10	56	56.850	2501026.433	1117429.053	384.428
2459291.956214325	18	3	2021	10	56	56.918	2501026.432	1117429.050	384.428
2459291.956215100	18	3	2021	10	56	56.985	2501026.431	1117429.048	384.428
2459291.956215887	18	3	2021	10	56	57.053	2501026.432	1117429.049	384.427
2459291.956216420	18	3	2021	10	56	57.099	2501026.432	1117429.052	384.427
2459291.956217936	18	3	2021	10	56	57.230	2501026.433	1117429.052	384.424
2459291.956218699	18	3	2021	10	56	57.296	2501026.432	1117429.052	384.428
2459291.956219533	18	3	2021	10	56	57.368	2501026.432	1117429.049	384.425
2459291.956220100	18	3	2021	10	56	57.417	2501026.432	1117429.051	384.425
2459291.956220887	18	3	2021	10	56	57.485	2501026.432	1117429.050	384.426
2459291.956221651	18	3	2021	10	56	57.551	2501026.431	1117429.047	384.426
2459291.956222993	18	3	2021	10	56	57.667	2501026.432	1117429.049	384.425
2459291.956223769	18	3	2021	10	56	57.734	2501026.432	1117429.049	384.427
2459291.956224741	18	3	2021	10	56	57.818	2501026.433	1117429.052	384.427
2459291.956226084	18	3	2021	10	56	57.934	2501026.432	1117429.051	384.429
2459291.956226848	18	3	2021	10	56	58.000	2501026.433	1117429.054	384.426
2459291.956227438	18	3	2021	10	56	58.051	2501026.433	1117429.053	384.428
2459291.956228202	18	3	2021	10	56	58.117	2501026.432	1117429.050	384.430
2459291.956228989	18	3	2021	10	56	58.185	2501026.432	1117429.052	384.429
2459291.956229753	18	3	2021	10	56	58.251	2501026.432	1117429.051	384.427
2459291.956230320	18	3	2021	10	56	58.300	2501026.431	1117429.048	384.431
2459291.956231292	18	3	2021	10	56	58.384	2501026.433	1117429.051	384.427
2459291.956232612	18	3	2021	10	56	58.498	2501026.433	1117429.053	384.428
2459291.956233259	18	3	2021	10	56	58.554	2501026.432	1117429.049	384.428
2459291.956234232	18	3	2021	10	56	58.638	2501026.432	1117429.049	384.429
2459291.956234799	18	3	2021	10	56	58.687	2501026.432	1117429.050	384.429
2459291.956235574	18	3	2021	10	56	58.754	2501026.432	1117429.050	384.428
2459291.956236107	18	3	2021	10	56	58.800	2501026.433	1117429.053	384.429
2459291.956236998	18	3	2021	10	56	58.877	2501026.432	1117429.051	384.429
2459291.956237646	18	3	2021	10	56	58.933	2501026.432	1117429.049	384.428
2459291.956238422	18	3	2021	10	56	59.000	2501026.432	1117429.049	384.426
2459291.956239186	18	3	2021	10	56	59.066	2501026.433	1117429.052	384.426
2459291.956239800	18	3	2021	10	56	59.119	2501026.433	1117429.052	384.426
2459291.956241351	18	3	2021	10	56	59.253	2501026.432	1117429.050	384.429
2459291.956242114	18	3	2021	10	56	59.319	2501026.432	1117429.050	384.429
2459291.956243052	18	3	2021	10	56	59.400	2501026.431	1117429.046	384.430
2459291.956244996	18	3	2021	10	56	59.568	2501026.432	1117429.049	384.429
2459291.956245760	18	3	2021	10	56	59.634	2501026.432	1117429.050	384.428
2459291.956246547	18	3	2021	10	56	59.702	2501026.432	1117429.048	384.429
2459291.956247102	18	3	2021	10	56	59.750	2501026.432	1117429.049	384.428
2459291.956247878	18	3	2021	10	56	59.817	2501026.432	1117429.051	384.429
2459291.956248654	18	3	2021	10	56	59.884	2501026.432	1117429.051	384.429
2459291.956249429	18	3	2021	10	56	59.951	2501026.432	1117429.051	384.430
2459291.956250783	18	3	2021	10	57	0.068	2501026.432	1117429.050	384.432
2459291.956251547	18	3	2021	10	57	0.134	2501026.431	1117429.048	384.429
2459291.956252311	18	3	2021	10	57	0.200	2501026.433	1117429.052	384.432
2459291.956252890	18	3	2021	10	57	0.250	2501026.431	1117429.047	384.429
2459291.956253850	18	3	2021	10	57	0.333	2501026.433	1117429.055	384.431
2459291.956255205	18	3	2021	10	57	0.450	2501026.433	1117429.052	384.430
2459291.956255772	18	3	2021	10	57	0.499	2501026.433	1117429.053	384.428
2459291.956256582	18	3	2021	10	57	0.569	2501026.432	1117429.050	384.429
2459291.956257728	18	3	2021	10	57	0.668	2501026.432	1117429.050	384.429
2459291.956258885	18	3	2021	10	57	0.768	2501026.433	1117429.052	384.427
2459291.956259614	18	3	2021	10	57	0.831	2501026.432	1117429.050	384.429
2459291.956260401	18	3	2021	10	57	0.899	2501026.432	1117429.050	384.428
2459291.956260945	18	3	2021	10	57	0.946	2501026.433	1117429.053	384.429
2459291.956261975	18	3	2021	10	57	1.035	2501026.432	1117429.051	384.429
2459291.956262531	18	3	2021	10	57	1.083	2501026.433	1117429.053	384.434
2459291.956264267	18	3	2021	10	57	1.233	2501026.432	1117429.051	384.432
2459291.956264846	18	3	2021	10	57	1.283	2501026.431	1117429.048	384.432
2459291.956265610	18	3	2021	10	57	1.349	2501026.432	1117429.050	384.429
2459291.956265644	18	3	2021	10	57	1.352	2501026.432	1117429.051	384.429
2459291.956266408	18	3	2021	10	57	1.418	2501026.432	1117429.050	384.429
2459291.956267183	18	3	2021	10	57	1.485	2501026.431	1117429.047	384.428
2459291.956267739	18	3	2021	10	57	1.533	2501026.432	1117429.049	384.430
2459291.956268711	18	3	2021	10	57	1.617	2501026.432	1117429.052	384.432
2459291.956270632	18	3	2021	10	57	1.783	2501026.432	1117429.050	384.430
2459291.956271396	18	3	2021	10	57	1.849	2501026.432	1117429.050	384.429
2459291.956272195	18	3	2021	10	57	1.918	2501026.432	1117429.049	384.432
2459291.956272959	18	3	2021	10	57	1.984	2501026.431	1117429.048	384.429
2459291.956273538	18	3	2021	10	57	2.034	2501026.432	1117429.048	384.430
2459291.956274509	18	3	2021	10	57	2.118	2501026.432	1117429.051	384.425
2459291.956275112	18	3	2021	10	57	2.170	2501026.431	1117429.048	384.430
2459291.956275829	18	3	2021	10	57	2.232	2501026.432	1117429.050	384.432
2459291.956276802	18	3	2021	10	57	2.316	2501026.432	1117429.049	384.429
2459291.956277959	18	3	2021	10	57	2.416	2501026.431	1117429.048	384.429
2459291.956278734	18	3	2021	10	57	2.483	2501026.432	1117429.049	384.429
2459291.956279510	18	3	2021	10	57	2.550	2501026.432	1117429.049	384.429
2459291.956280273	18	3	2021	10	57	2.616	2501026.432	1117429.050	384.429
2459291.956280864	18	3	2021	10	57	2.667	2501026.432	1117429.050	384.430
2459291.956281628	18	3	2021	10	57	2.733	2501026.431	1117429.048	384.429
2459291.956282600	18	3	2021	10	57	2.817	2501026.432	1117429.052	384.430
2459291.956283179	18	3	2021	10	57	2.867	2501026.432	1117429.049	384.429
2459291.956283942	18	3	2021	10	57	2.933	2501026.433	1117429.052	384.428
2459291.956284533	18	3	2021	10	57	2.984	2501026.432	1117429.050	384.429
2459291.956285447	18	3	2021	10	57	3.063	2501026.432	1117429.049	384.429
2459291.956286049	18	3	2021	10	57	3.115	2501026.431	1117429.048	384.428
2459291.956287033	18	3	2021	10	57	3.200	2501026.432	1117429.049	384.426
2459291.956288375	18	3	2021	10	57	3.316	2501026.432	1117429.051	384.428
2459291.956288989	18	3	2021	10	57	3.369	2501026.432	1117429.049	384.426
2459291.956289753	18	3	2021	10	57	3.435	2501026.432	1117429.049	384.428
2459291.956290529	18	3	2021	10	57	3.502	2501026.432	1117429.051	384.426
2459291.956291292	18	3	2021	10	57	3.568	2501026.432	1117429.050	384.430
2459291.956291871	18	3	2021	10	57	3.618	2501026.432	1117429.050	384.429
2459291.956292843	18	3	2021	10	57	3.702	2501026.433	1117429.052	384.425
2459291.956293341	18	3	2021	10	57	3.745	2501026.433	1117429.050	384.427
2459291.956294209	18	3	2021	10	57	3.820	2501026.432	1117429.046	384.429
2459291.956294764	18	3	2021	10	57	3.868	2501026.434	1117429.052	384.426
2459291.956295516	18	3	2021	10	57	3.933	2501026.434	1117429.050	384.432
2459291.956296477	18	3	2021	10	57	4.016	2501026.434	1117429.050	384.426
2459291.956297067	18	3	2021	10	57	4.067	2501026.433	1117429.047	384.429
2459291.956297831	18	3	2021	10	57	4.133	2501026.434	1117429.049	384.429
2459291.956298387	18	3	2021	10	57	4.181	2501026.435	1117429.050	384.430
2459291.956299371	18	3	2021	10	57	4.266	2501026.438	1117429.046	384.430
2459291.956301477	18	3	2021	10	57	4.448	2501026.440	1117429.047	384.429
2459291.956302067	18	3	2021	10	57	4.499	2501026.442	1117429.044	384.428
2459291.956302831	18	3	2021	10	57	4.565	2501026.447	1117429.046	384.424
2459291.956303838	18	3	2021	10	57	4.652	2501026.453	1117429.040	384.424
2459291.956304984	18	3	2021	10	57	4.751	2501026.458	1117429.038	384.426
2459291.956305956	18	3	2021	10	57	4.835	2501026.463	1117429.036	384.429
2459291.956306732	18	3	2021	10	57	4.902	2501026.470	1117429.040	384.429
2459291.956307322	18	3	2021	10	57	4.953	2501026.482	1117429.034	384.426
2459291.956308873	18	3	2021	10	57	5.087	2501026.489	1117429.031	384.425
2459291.956309394	18	3	2021	10	57	5.132	2501026.496	1117429.029	384.425
2459291.956310378	18	3	2021	10	57	5.217	2501026.512	1117429.022	384.426
2459291.956311720	18	3	2021	10	57	5.333	2501026.521	1117429.016	384.427
2459291.956312299	18	3	2021	10	57	5.383	2501026.532	1117429.016	384.428
2459291.956313248	18	3	2021	10	57	5.465	2501026.542	1117429.007	384.424
2459291.956313665	18	3	2021	10	57	5.501	2501026.555	1117429.005	384.425
2459291.956314602	18	3	2021	10	57	5.582	2501026.569	1117429.000	384.427
2459291.956315216	18	3	2021	10	57	5.635	2501026.586	1117429.000	384.428
2459291.956315968	18	3	2021	10	57	5.700	2501026.601	1117428.992	384.426
2459291.956316778	18	3	2021	10	57	5.770	2501026.619	1117428.987	384.427
2459291.956317542	18	3	2021	10	57	5.836	2501026.637	1117428.980	384.429
2459291.956318329	18	3	2021	10	57	5.904	2501026.658	1117428.975	384.426
2459291.956319081	18	3	2021	10	57	5.969	2501026.677	1117428.969	384.430
2459291.956319660	18	3	2021	10	57	6.019	2501026.700	1117428.961	384.427
2459291.956320447	18	3	2021	10	57	6.087	2501026.722	1117428.953	384.432
2459291.956321176	18	3	2021	10	57	6.150	2501026.772	1117428.938	384.429
2459291.956322519	18	3	2021	10	57	6.266	2501026.798	1117428.929	384.426
2459291.956323306	18	3	2021	10	57	6.334	2501026.827	1117428.925	384.429
2459291.956324070	18	3	2021	10	57	6.400	2501026.857	1117428.915	384.431
2459291.956324649	18	3	2021	10	57	6.450	2501026.885	1117428.904	384.429
2459291.956325378	18	3	2021	10	57	6.513	2501026.916	1117428.889	384.429
2459291.956326385	18	3	2021	10	57	6.600	2501026.947	1117428.880	384.430
2459291.956326964	18	3	2021	10	57	6.650	2501026.982	1117428.870	384.429
2459291.956327728	18	3	2021	10	57	6.716	2501027.019	1117428.863	384.431
2459291.956328700	18	3	2021	10	57	6.800	2501027.094	1117428.834	384.430
2459291.956330043	18	3	2021	10	57	6.916	2501027.137	1117428.825	384.429
2459291.956330632	18	3	2021	10	57	6.967	2501027.176	1117428.809	384.432
2459291.956331373	18	3	2021	10	57	7.031	2501027.222	1117428.793	384.431
2459291.956332311	18	3	2021	10	57	7.112	2501027.316	1117428.764	384.429
2459291.956333515	18	3	2021	10	57	7.216	2501027.364	1117428.749	384.429
2459291.956334279	18	3	2021	10	57	7.282	2501027.415	1117428.733	384.430
2459291.956335100	18	3	2021	10	57	7.353	2501027.468	1117428.715	384.428
2459291.956335876	18	3	2021	10	57	7.420	2501027.524	1117428.700	384.430
2459291.956336454	18	3	2021	10	57	7.470	2501027.579	1117428.678	384.433
2459291.956337184	18	3	2021	10	57	7.533	2501027.697	1117428.638	384.432
2459291.956338700	18	3	2021	10	57	7.664	2501027.759	1117428.624	384.433
2459291.956339510	18	3	2021	10	57	7.734	2501027.823	1117428.594	384.432
2459291.956340470	18	3	2021	10	57	7.817	2501027.956	1117428.550	384.437
2459291.956341640	18	3	2021	10	57	7.918	2501028.022	1117428.530	384.436
2459291.956342415	18	3	2021	10	57	7.985	2501028.094	1117428.509	384.436
2459291.956342947	18	3	2021	10	57	8.031	2501028.167	1117428.482	384.435
2459291.956343746	18	3	2021	10	57	8.100	2501028.238	1117428.458	384.439
2459291.956344533	18	3	2021	10	57	8.168	2501028.395	1117428.405	384.440
2459291.956345876	18	3	2021	10	57	8.284	2501028.475	1117428.379	384.435
2459291.956346639	18	3	2021	10	57	8.350	2501028.556	1117428.360	384.436
2459291.956347403	18	3	2021	10	57	8.416	2501028.637	1117428.331	384.436
2459291.956348179	18	3	2021	10	57	8.483	2501028.723	1117428.309	384.437
2459291.956348757	18	3	2021	10	57	8.533	2501028.901	1117428.247	384.437
2459291.956350378	18	3	2021	10	57	8.673	2501028.990	1117428.229	384.434
2459291.956351107	18	3	2021	10	57	8.736	2501029.085	1117428.195	384.438
2459291.956351848	18	3	2021	10	57	8.800	2501029.269	1117428.129	384.437
2459291.956353190	18	3	2021	10	57	8.916	2501029.371	1117428.099	384.439
2459291.956353746	18	3	2021	10	57	8.964	2501029.463	1117428.063	384.429
2459291.956355714	18	3	2021	10	57	9.134	2501029.777	1117427.977	384.436
2459291.956357832	18	3	2021	10	57	9.317	2501029.882	1117427.943	384.437
2459291.956358375	18	3	2021	10	57	9.364	2501029.990	1117427.908	384.442
2459291.956358792	18	3	2021	10	57	9.400	2501030.099	1117427.874	384.441
2459291.956359359	18	3	2021	10	57	9.449	2501030.213	1117427.843	384.439
2459291.956360262	18	3	2021	10	57	9.527	2501030.326	1117427.797	384.442
2459291.956360749	18	3	2021	10	57	9.569	2501030.440	1117427.763	384.435
2459291.956361651	18	3	2021	10	57	9.647	2501030.556	1117427.725	384.439
2459291.956362207	18	3	2021	10	57	9.695	2501030.673	1117427.688	384.438
2459291.956363121	18	3	2021	10	57	9.774	2501030.789	1117427.656	384.440
2459291.956363607	18	3	2021	10	57	9.816	2501030.922	1117427.612	384.443
2459291.956364533	18	3	2021	10	57	9.896	2501031.042	1117427.576	384.439
2459291.956364926	18	3	2021	10	57	9.930	2501031.161	1117427.530	384.441
2459291.956365933	18	3	2021	10	57	10.017	2501031.423	1117427.446	384.448
2459291.956367287	18	3	2021	10	57	10.134	2501031.551	1117427.412	384.442
2459291.956367866	18	3	2021	10	57	10.184	2501031.683	1117427.370	384.451
2459291.956368630	18	3	2021	10	57	10.250	2501031.819	1117427.332	384.444
2459291.956369220	18	3	2021	10	57	10.301	2501031.953	1117427.285	384.446
2459291.956370181	18	3	2021	10	57	10.384	2501032.086	1117427.241	384.442
2459291.956370760	18	3	2021	10	57	10.434	2501032.227	1117427.193	384.444
2459291.956371720	18	3	2021	10	57	10.517	2501032.500	1117427.116	384.445
2459291.956373051	18	3	2021	10	57	10.632	2501032.635	1117427.071	384.450
2459291.956373595	18	3	2021	10	57	10.679	2501032.784	1117427.030	384.444
2459291.956374278	18	3	2021	10	57	10.738	2501032.929	1117426.992	384.446
2459291.956375239	18	3	2021	10	57	10.821	2501033.068	1117426.935	384.446
2459291.956375887	18	3	2021	10	57	10.877	2501033.208	1117426.887	384.451
2459291.956376466	18	3	2021	10	57	10.927	2501033.364	1117426.841	384.454
2459291.956377125	18	3	2021	10	57	10.984	2501033.513	1117426.799	384.450
2459291.956378063	18	3	2021	10	57	11.065	2501033.816	1117426.699	384.448
2459291.956379440	18	3	2021	10	57	11.184	2501033.973	1117426.644	384.453
2459291.956380031	18	3	2021	10	57	11.235	2501034.123	1117426.593	384.451
2459291.956380806	18	3	2021	10	57	11.302	2501034.291	1117426.538	384.453
2459291.956381373	18	3	2021	10	57	11.351	2501034.448	1117426.491	384.450
2459291.956382148	18	3	2021	10	57	11.418	2501034.768	1117426.391	384.451
2459291.956383491	18	3	2021	10	57	11.534	2501034.922	1117426.341	384.457
2459291.956384463	18	3	2021	10	57	11.618	2501035.253	1117426.233	384.448
2459291.956385621	18	3	2021	10	57	11.718	2501035.418	1117426.176	384.451
2459291.956386200	18	3	2021	10	57	11.768	2501035.588	1117426.129	384.449
2459291.956386963	18	3	2021	10	57	11.834	2501035.753	1117426.070	384.446
2459291.956387913	18	3	2021	10	57	11.916	2501036.096	1117425.957	384.449
2459291.956389244	18	3	2021	10	57	12.031	2501036.436	1117425.851	384.448
2459291.956390435	18	3	2021	10	57	12.134	2501036.614	1117425.802	384.448
2459291.956391396	18	3	2021	10	57	12.217	2501036.978	1117425.691	384.451
2459291.956392554	18	3	2021	10	57	12.317	2501037.153	1117425.635	384.453
2459291.956393144	18	3	2021	10	57	12.368	2501037.342	1117425.576	384.450
2459291.956393931	18	3	2021	10	57	12.436	2501037.523	1117425.515	384.448
2459291.956394857	18	3	2021	10	57	12.516	2501037.899	1117425.400	384.445
2459291.956396014	18	3	2021	10	57	12.616	2501038.082	1117425.342	384.448
2459291.956396593	18	3	2021	10	57	12.666	2501038.271	1117425.281	384.448
2459291.956397380	18	3	2021	10	57	12.734	2501038.456	1117425.224	384.448
2459291.956398340	18	3	2021	10	57	12.817	2501038.837	1117425.108	384.447
2459291.956399324	18	3	2021	10	57	12.902	2501039.024	1117425.054	384.451
2459291.956400273	18	3	2021	10	57	12.984	2501039.205	1117424.996	384.448
2459291.956400829	18	3	2021	10	57	13.032	2501039.391	1117424.936	384.449
2459291.956401408	18	3	2021	10	57	13.082	2501039.579	1117424.870	384.452
2459291.956402414	18	3	2021	10	57	13.169	2501039.960	1117424.762	384.454
2459291.956403595	18	3	2021	10	57	13.271	2501040.158	1117424.688	384.450
2459291.956404382	18	3	2021	10	57	13.339	2501040.365	1117424.643	384.455
2459291.956404915	18	3	2021	10	57	13.385	2501040.561	1117424.578	384.453
2459291.956405736	18	3	2021	10	57	13.456	2501040.754	1117424.522	384.446
2459291.956406315	18	3	2021	10	57	13.506	2501040.944	1117424.460	384.455
2459291.956407032	18	3	2021	10	57	13.568	2501041.134	1117424.401	384.454
2459291.956407611	18	3	2021	10	57	13.618	2501041.333	1117424.338	384.454
2459291.956408387	18	3	2021	10	57	13.685	2501041.520	1117424.271	384.453
2459291.956408943	18	3	2021	10	57	13.733	2501041.718	1117424.213	384.457
2459291.956409718	18	3	2021	10	57	13.800	2501042.117	1117424.088	384.460
2459291.956411061	18	3	2021	10	57	13.916	2501042.322	1117424.025	384.461
2459291.956411663	18	3	2021	10	57	13.968	2501042.509	1117423.968	384.461
2459291.956412392	18	3	2021	10	57	14.031	2501042.714	1117423.904	384.464
2459291.956413214	18	3	2021	10	57	14.102	2501042.928	1117423.835	384.464
2459291.956413792	18	3	2021	10	57	14.152	2501043.120	1117423.781	384.467
2459291.956414348	18	3	2021	10	57	14.200	2501043.316	1117423.712	384.469
2459291.956415285	18	3	2021	10	57	14.281	2501043.712	1117423.591	384.470
2459291.956416477	18	3	2021	10	57	14.384	2501043.911	1117423.526	384.469
2459291.956417068	18	3	2021	10	57	14.435	2501044.112	1117423.466	384.479
2459291.956417843	18	3	2021	10	57	14.502	2501044.313	1117423.403	384.476
2459291.956418434	18	3	2021	10	57	14.553	2501044.506	1117423.342	384.469
2459291.956419221	18	3	2021	10	57	14.621	2501044.720	1117423.273	384.477
2459291.956419788	18	3	2021	10	57	14.670	2501044.916	1117423.214	384.479
2459291.956420517	18	3	2021	10	57	14.733	2501045.335	1117423.086	384.478
2459291.956421848	18	3	2021	10	57	14.848	2501045.531	1117423.023	384.481
2459291.956422380	18	3	2021	10	57	14.894	2501045.746	1117422.956	384.482
2459291.956423248	18	3	2021	10	57	14.969	2501045.956	1117422.900	384.482
2459291.956423966	18	3	2021	10	57	15.031	2501046.151	1117422.833	384.487
2459291.956424579	18	3	2021	10	57	15.084	2501046.362	1117422.770	384.491
2459291.956425147	18	3	2021	10	57	15.133	2501046.561	1117422.708	384.490
2459291.956425922	18	3	2021	10	57	15.200	2501046.779	1117422.640	384.492
2459291.956426466	18	3	2021	10	57	15.247	2501046.978	1117422.581	384.494
2459291.956427033	18	3	2021	10	57	15.296	2501047.200	1117422.511	384.498
2459291.956427867	18	3	2021	10	57	15.368	2501047.398	1117422.448	384.491
2459291.956428422	18	3	2021	10	57	15.416	2501047.597	1117422.388	384.499
2459291.956429035	18	3	2021	10	57	15.469	2501047.814	1117422.317	384.502
2459291.956429822	18	3	2021	10	57	15.537	2501048.013	1117422.257	384.502
2459291.956430366	18	3	2021	10	57	15.584	2501048.241	1117422.188	384.505
2459291.956431095	18	3	2021	10	57	15.647	2501048.447	1117422.122	384.508
2459291.956431906	18	3	2021	10	57	15.717	2501048.863	1117421.995	384.514
2459291.956433051	18	3	2021	10	57	15.816	2501049.072	1117421.932	384.514
2459291.956433630	18	3	2021	10	57	15.866	2501049.276	1117421.866	384.514
