#Julian Date	Day	Month	Year	Hour	Minute	Second	East	North	Altitude
#[j]	[j]	[mois]	[année]	[h]	[min]	[s]	[m]	[m]	[m]
2459292.089424201	18	3	2021	14	8	46.251	2501025.419	1117429.385	384.418
2459292.089424977	18	3	2021	14	8	46.318	2501025.419	1117429.382	384.416
2459292.089425741	18	3	2021	14	8	46.384	2501025.420	1117429.387	384.421
2459292.089426296	18	3	2021	14	8	46.432	2501025.419	1117429.384	384.418
2459292.089427291	18	3	2021	14	8	46.518	2501025.420	1117429.388	384.421
2459292.089427859	18	3	2021	14	8	46.567	2501025.418	1117429.381	384.419
2459292.089428808	18	3	2021	14	8	46.649	2501025.418	1117429.381	384.421
2459292.089430208	18	3	2021	14	8	46.770	2501025.419	1117429.385	384.416
2459292.089430741	18	3	2021	14	8	46.816	2501025.419	1117429.383	384.418
2459292.089431528	18	3	2021	14	8	46.884	2501025.419	1117429.384	384.418
2459292.089432315	18	3	2021	14	8	46.952	2501025.420	1117429.386	384.420
2459292.089432870	18	3	2021	14	8	47.000	2501025.419	1117429.384	384.420
2459292.089434641	18	3	2021	14	8	47.153	2501025.419	1117429.385	384.419
2459292.089436180	18	3	2021	14	8	47.286	2501025.419	1117429.385	384.418
2459292.089437326	18	3	2021	14	8	47.385	2501025.418	1117429.382	384.420
2459292.089437905	18	3	2021	14	8	47.435	2501025.418	1117429.382	384.421
2459292.089438681	18	3	2021	14	8	47.502	2501025.418	1117429.382	384.420
2459292.089439456	18	3	2021	14	8	47.569	2501025.419	1117429.384	384.418
2459292.089440417	18	3	2021	14	8	47.652	2501025.419	1117429.383	384.419
2459292.089440960	18	3	2021	14	8	47.699	2501025.418	1117429.382	384.419
2459292.089441735	18	3	2021	14	8	47.766	2501025.416	1117429.375	384.421
2459292.089443321	18	3	2021	14	8	47.903	2501025.419	1117429.385	384.422
2459292.089443877	18	3	2021	14	8	47.951	2501025.419	1117429.383	384.423
2459292.089444653	18	3	2021	14	8	48.018	2501025.420	1117429.388	384.422
2459292.089445428	18	3	2021	14	8	48.085	2501025.420	1117429.388	384.421
2459292.089446400	18	3	2021	14	8	48.169	2501025.419	1117429.384	384.425
2459292.089447535	18	3	2021	14	8	48.267	2501025.419	1117429.385	384.422
2459292.089448136	18	3	2021	14	8	48.319	2501025.418	1117429.382	384.420
2459292.089449074	18	3	2021	14	8	48.400	2501025.420	1117429.387	384.419
2459292.089449641	18	3	2021	14	8	48.449	2501025.418	1117429.382	384.417
2459292.089450439	18	3	2021	14	8	48.518	2501025.419	1117429.384	384.420
2459292.089451747	18	3	2021	14	8	48.631	2501025.418	1117429.383	384.424
2459292.089452569	18	3	2021	14	8	48.702	2501025.420	1117429.389	384.420
2459292.089453321	18	3	2021	14	8	48.767	2501025.420	1117429.386	384.419
2459292.089453889	18	3	2021	14	8	48.816	2501025.421	1117429.391	384.415
2459292.089454826	18	3	2021	14	8	48.897	2501025.418	1117429.379	384.420
2459292.089455428	18	3	2021	14	8	48.949	2501025.419	1117429.384	384.423
2459292.089456018	18	3	2021	14	8	49.000	2501025.418	1117429.381	384.420
2459292.089456805	18	3	2021	14	8	49.068	2501025.418	1117429.380	384.420
2459292.089457766	18	3	2021	14	8	49.151	2501025.418	1117429.381	384.418
2459292.089458333	18	3	2021	14	8	49.200	2501025.420	1117429.387	384.421
2459292.089459097	18	3	2021	14	8	49.266	2501025.419	1117429.386	384.422
2459292.089460080	18	3	2021	14	8	49.351	2501025.419	1117429.385	384.419
2459292.089461238	18	3	2021	14	8	49.451	2501025.420	1117429.388	384.420
2459292.089462013	18	3	2021	14	8	49.518	2501025.419	1117429.384	384.422
2459292.089462603	18	3	2021	14	8	49.569	2501025.420	1117429.388	384.420
2459292.089463425	18	3	2021	14	8	49.640	2501025.420	1117429.389	384.419
2459292.089464178	18	3	2021	14	8	49.705	2501025.418	1117429.381	384.421
2459292.089464698	18	3	2021	14	8	49.750	2501025.419	1117429.384	384.427
2459292.089465694	18	3	2021	14	8	49.836	2501025.418	1117429.382	384.420
2459292.089466272	18	3	2021	14	8	49.886	2501025.420	1117429.388	384.424
2459292.089467048	18	3	2021	14	8	49.953	2501025.419	1117429.386	384.423
2459292.089467592	18	3	2021	14	8	50.000	2501025.419	1117429.385	384.421
2459292.089468507	18	3	2021	14	8	50.079	2501025.419	1117429.384	384.425
2459292.089469062	18	3	2021	14	8	50.127	2501025.419	1117429.385	384.421
2459292.089470474	18	3	2021	14	8	50.249	2501025.419	1117429.385	384.423
2459292.089471261	18	3	2021	14	8	50.317	2501025.420	1117429.387	384.422
2459292.089472025	18	3	2021	14	8	50.383	2501025.419	1117429.385	384.419
2459292.089473368	18	3	2021	14	8	50.499	2501025.420	1117429.388	384.422
2459292.089474178	18	3	2021	14	8	50.569	2501025.420	1117429.388	384.415
2459292.089475115	18	3	2021	14	8	50.650	2501025.419	1117429.386	384.423
2459292.089475682	18	3	2021	14	8	50.699	2501025.419	1117429.386	384.426
2459292.089476307	18	3	2021	14	8	50.753	2501025.419	1117429.385	384.418
2459292.089477279	18	3	2021	14	8	50.837	2501025.418	1117429.381	384.421
2459292.089477846	18	3	2021	14	8	50.886	2501025.420	1117429.387	384.425
2459292.089478633	18	3	2021	14	8	50.954	2501025.418	1117429.382	384.425
2459292.089479166	18	3	2021	14	8	51.000	2501025.417	1117429.379	384.420
2459292.089479918	18	3	2021	14	8	51.065	2501025.420	1117429.389	384.418
2459292.089480914	18	3	2021	14	8	51.151	2501025.421	1117429.393	384.418
2459292.089482256	18	3	2021	14	8	51.267	2501025.420	1117429.387	384.417
2459292.089482835	18	3	2021	14	8	51.317	2501025.419	1117429.383	384.421
2459292.089483611	18	3	2021	14	8	51.384	2501025.421	1117429.390	384.420
2459292.089484201	18	3	2021	14	8	51.435	2501025.420	1117429.389	384.418
2459292.089484965	18	3	2021	14	8	51.501	2501025.420	1117429.389	384.421
2459292.089485764	18	3	2021	14	8	51.570	2501025.421	1117429.391	384.422
2459292.089486527	18	3	2021	14	8	51.636	2501025.421	1117429.390	384.422
2459292.089487315	18	3	2021	14	8	51.704	2501025.420	1117429.389	384.422
2459292.089487893	18	3	2021	14	8	51.754	2501025.421	1117429.392	384.421
2459292.089488657	18	3	2021	14	8	51.820	2501025.421	1117429.393	384.421
2459292.089489433	18	3	2021	14	8	51.887	2501025.421	1117429.393	384.414
2459292.089490741	18	3	2021	14	8	52.000	2501025.418	1117429.380	384.419
2459292.089492280	18	3	2021	14	8	52.133	2501025.419	1117429.385	384.424
2459292.089492847	18	3	2021	14	8	52.182	2501025.419	1117429.384	384.427
2459292.089493808	18	3	2021	14	8	52.265	2501025.419	1117429.386	384.420
2459292.089495648	18	3	2021	14	8	52.424	2501025.419	1117429.386	384.420
2459292.089496771	18	3	2021	14	8	52.521	2501025.419	1117429.384	384.420
2459292.089497581	18	3	2021	14	8	52.591	2501025.419	1117429.386	384.424
2459292.089497511	18	3	2021	14	8	52.585	2501025.419	1117429.385	384.432
2459292.089498472	18	3	2021	14	8	52.668	2501025.420	1117429.389	384.426
2459292.089499433	18	3	2021	14	8	52.751	2501025.420	1117429.389	384.426
2459292.089500197	18	3	2021	14	8	52.817	2501025.419	1117429.385	384.425
2459292.089500984	18	3	2021	14	8	52.885	2501025.418	1117429.383	384.426
2459292.089501747	18	3	2021	14	8	52.951	2501025.419	1117429.386	384.422
2459292.089502315	18	3	2021	14	8	53.000	2501025.418	1117429.381	384.426
2459292.089503102	18	3	2021	14	8	53.068	2501025.418	1117429.383	384.425
2459292.089504085	18	3	2021	14	8	53.153	2501025.419	1117429.386	384.425
2459292.089505405	18	3	2021	14	8	53.267	2501025.420	1117429.388	384.425
2459292.089506770	18	3	2021	14	8	53.385	2501025.420	1117429.390	384.422
2459292.089507349	18	3	2021	14	8	53.435	2501025.419	1117429.383	384.423
2459292.089508113	18	3	2021	14	8	53.501	2501025.419	1117429.385	384.425
2459292.089508900	18	3	2021	14	8	53.569	2501025.419	1117429.385	384.423
2459292.089509664	18	3	2021	14	8	53.635	2501025.418	1117429.383	384.430
2459292.089510428	18	3	2021	14	8	53.701	2501025.419	1117429.385	384.422
2459292.089510972	18	3	2021	14	8	53.748	2501025.419	1117429.384	384.423
2459292.089511747	18	3	2021	14	8	53.815	2501025.420	1117429.390	384.423
2459292.089512349	18	3	2021	14	8	53.867	2501025.421	1117429.393	384.421
2459292.089513321	18	3	2021	14	8	53.951	2501025.422	1117429.395	384.422
2459292.089514097	18	3	2021	14	8	54.018	2501025.420	1117429.386	384.419
2459292.089514664	18	3	2021	14	8	54.067	2501025.419	1117429.384	384.422
2459292.089515440	18	3	2021	14	8	54.134	2501025.419	1117429.383	384.418
2459292.089516007	18	3	2021	14	8	54.183	2501025.420	1117429.388	384.424
2459292.089516921	18	3	2021	14	8	54.262	2501025.420	1117429.388	384.422
2459292.089517465	18	3	2021	14	8	54.309	2501025.421	1117429.390	384.415
2459292.089518333	18	3	2021	14	8	54.384	2501025.421	1117429.390	384.417
2459292.089518912	18	3	2021	14	8	54.434	2501025.418	1117429.382	384.420
2459292.089520659	18	3	2021	14	8	54.585	2501025.419	1117429.385	384.423
2459292.089521817	18	3	2021	14	8	54.685	2501025.419	1117429.387	384.423
2459292.089522581	18	3	2021	14	8	54.751	2501025.420	1117429.387	384.421
2459292.089523356	18	3	2021	14	8	54.818	2501025.420	1117429.387	384.415
2459292.089524305	18	3	2021	14	8	54.900	2501025.419	1117429.385	384.422
2459292.089525463	18	3	2021	14	8	55.000	2501025.420	1117429.390	384.424
2459292.089526226	18	3	2021	14	8	55.066	2501025.419	1117429.384	384.423
2459292.089526979	18	3	2021	14	8	55.131	2501025.420	1117429.387	384.423
2459292.089527592	18	3	2021	14	8	55.184	2501025.419	1117429.386	384.424
2459292.089528507	18	3	2021	14	8	55.263	2501025.420	1117429.386	384.423
2459292.089529051	18	3	2021	14	8	55.310	2501025.420	1117429.389	384.422
2459292.089530092	18	3	2021	14	8	55.400	2501025.419	1117429.386	384.419
2459292.089531261	18	3	2021	14	8	55.501	2501025.421	1117429.391	384.423
2459292.089532222	18	3	2021	14	8	55.584	2501025.420	1117429.387	384.421
2459292.089532800	18	3	2021	14	8	55.634	2501025.418	1117429.382	384.426
2459292.089533565	18	3	2021	14	8	55.700	2501025.418	1117429.380	384.423
2459292.089534132	18	3	2021	14	8	55.749	2501025.417	1117429.380	384.428
2459292.089535115	18	3	2021	14	8	55.834	2501025.419	1117429.384	384.424
2459292.089536273	18	3	2021	14	8	55.934	2501025.419	1117429.386	384.431
2459292.089537245	18	3	2021	14	8	56.018	2501025.420	1117429.387	384.426
2459292.089538599	18	3	2021	14	8	56.135	2501025.419	1117429.384	384.428
2459292.089539351	18	3	2021	14	8	56.200	2501025.419	1117429.384	384.422
2459292.089539942	18	3	2021	14	8	56.251	2501025.417	1117429.380	384.429
2459292.089540683	18	3	2021	14	8	56.315	2501025.419	1117429.385	384.427
2459292.089541481	18	3	2021	14	8	56.384	2501025.419	1117429.385	384.423
2459292.089542071	18	3	2021	14	8	56.435	2501025.420	1117429.387	384.423
2459292.089542835	18	3	2021	14	8	56.501	2501025.420	1117429.390	384.428
2459292.089543622	18	3	2021	14	8	56.569	2501025.421	1117429.392	384.425
2459292.089544201	18	3	2021	14	8	56.619	2501025.420	1117429.388	384.423
2459292.089545184	18	3	2021	14	8	56.704	2501025.421	1117429.391	384.425
2459292.089545751	18	3	2021	14	8	56.753	2501025.418	1117429.382	384.422
2459292.089546296	18	3	2021	14	8	56.800	2501025.420	1117429.389	384.421
2459292.089547303	18	3	2021	14	8	56.887	2501025.420	1117429.388	384.425
2459292.089547893	18	3	2021	14	8	56.938	2501025.419	1117429.386	384.427
2459292.089548611	18	3	2021	14	8	57.000	2501025.420	1117429.387	384.423
2459292.089549317	18	3	2021	14	8	57.061	2501025.417	1117429.377	384.428
2459292.089550162	18	3	2021	14	8	57.134	2501025.418	1117429.381	384.424
2459292.089550925	18	3	2021	14	8	57.200	2501025.417	1117429.379	384.424
2459292.089551481	18	3	2021	14	8	57.248	2501025.419	1117429.386	384.425
2459292.089552477	18	3	2021	14	8	57.334	2501025.421	1117429.391	384.426
2459292.089553645	18	3	2021	14	8	57.435	2501025.421	1117429.391	384.423
2459292.089554409	18	3	2021	14	8	57.501	2501025.420	1117429.389	384.427
2459292.089554976	18	3	2021	14	8	57.550	2501025.420	1117429.388	384.421
2459292.089555960	18	3	2021	14	8	57.635	2501025.420	1117429.387	384.425
2459292.089557684	18	3	2021	14	8	57.784	2501025.420	1117429.387	384.421
2459292.089558830	18	3	2021	14	8	57.883	2501025.420	1117429.388	384.418
2459292.089559409	18	3	2021	14	8	57.933	2501025.421	1117429.391	384.420
2459292.089560185	18	3	2021	14	8	58.000	2501025.419	1117429.385	384.425
2459292.089560949	18	3	2021	14	8	58.066	2501025.421	1117429.392	384.422
2459292.089561689	18	3	2021	14	8	58.130	2501025.420	1117429.388	384.428
2459292.089563078	18	3	2021	14	8	58.250	2501025.420	1117429.388	384.420
2459292.089563854	18	3	2021	14	8	58.317	2501025.420	1117429.388	384.423
2459292.089564432	18	3	2021	14	8	58.367	2501025.419	1117429.384	384.425
2459292.089565219	18	3	2021	14	8	58.435	2501025.421	1117429.387	384.424
2459292.089566758	18	3	2021	14	8	58.568	2501025.425	1117429.385	384.422
2459292.089567546	18	3	2021	14	8	58.636	2501025.430	1117429.389	384.425
2459292.089568472	18	3	2021	14	8	58.716	2501025.440	1117429.377	384.421
2459292.089569618	18	3	2021	14	8	58.815	2501025.454	1117429.394	384.422
2459292.089570220	18	3	2021	14	8	58.867	2501025.461	1117429.381	384.420
2459292.089571400	18	3	2021	14	8	58.969	2501025.488	1117429.366	384.421
2459292.089572558	18	3	2021	14	8	59.069	2501025.507	1117429.364	384.424
2459292.089573321	18	3	2021	14	8	59.135	2501025.524	1117429.347	384.423
2459292.089574074	18	3	2021	14	8	59.200	2501025.549	1117429.347	384.422
2459292.089574653	18	3	2021	14	8	59.250	2501025.572	1117429.342	384.428
2459292.089575579	18	3	2021	14	8	59.330	2501025.598	1117429.329	384.420
2459292.089576168	18	3	2021	14	8	59.381	2501025.625	1117429.310	384.421
2459292.089576944	18	3	2021	14	8	59.448	2501025.694	1117429.293	384.423
2459292.089578333	18	3	2021	14	8	59.568	2501025.727	1117429.283	384.426
2459292.089579109	18	3	2021	14	8	59.635	2501025.770	1117429.270	384.425
2459292.089579664	18	3	2021	14	8	59.683	2501025.814	1117429.257	384.429
2459292.089580660	18	3	2021	14	8	59.769	2501025.861	1117429.247	384.429
2459292.089581261	18	3	2021	14	8	59.821	2501025.909	1117429.232	384.432
2459292.089581805	18	3	2021	14	8	59.868	2501025.960	1117429.211	384.429
2459292.089582801	18	3	2021	14	8	59.954	2501026.009	1117429.185	384.427
2459292.089583900	18	3	2021	14	9	0.049	2501026.130	1117429.155	384.430
2459292.089584791	18	3	2021	14	9	0.126	2501026.189	1117429.132	384.428
2459292.089585844	18	3	2021	14	9	0.217	2501026.323	1117429.101	384.432
2459292.089586805	18	3	2021	14	9	0.300	2501026.395	1117429.076	384.424
2459292.089587615	18	3	2021	14	9	0.370	2501026.467	1117429.045	384.430
2459292.089588183	18	3	2021	14	9	0.419	2501026.543	1117429.025	384.419
2459292.089588958	18	3	2021	14	9	0.486	2501026.624	1117428.996	384.426
2459292.089589918	18	3	2021	14	9	0.569	2501026.796	1117428.943	384.420
2459292.089591261	18	3	2021	14	9	0.685	2501026.885	1117428.911	384.422
2459292.089591840	18	3	2021	14	9	0.735	2501026.980	1117428.883	384.421
2459292.089592592	18	3	2021	14	9	0.800	2501027.080	1117428.851	384.427
2459292.089593160	18	3	2021	14	9	0.849	2501027.176	1117428.816	384.423
2459292.089593924	18	3	2021	14	9	0.915	2501027.282	1117428.778	384.422
2459292.089594711	18	3	2021	14	9	0.983	2501027.395	1117428.746	384.425
2459292.089595486	18	3	2021	14	9	1.050	2501027.625	1117428.669	384.427
2459292.089596851	18	3	2021	14	9	1.168	2501027.744	1117428.634	384.423
2459292.089597812	18	3	2021	14	9	1.251	2501028.006	1117428.549	384.426
2459292.089598970	18	3	2021	14	9	1.351	2501028.137	1117428.507	384.422
2459292.089599745	18	3	2021	14	9	1.418	2501028.266	1117428.462	384.430
2459292.089600312	18	3	2021	14	9	1.467	2501028.415	1117428.423	384.425
2459292.089601296	18	3	2021	14	9	1.552	2501028.555	1117428.368	384.432
2459292.089601852	18	3	2021	14	9	1.600	2501028.697	1117428.323	384.430
2459292.089602442	18	3	2021	14	9	1.651	2501028.852	1117428.278	384.427
2459292.089603391	18	3	2021	14	9	1.733	2501029.159	1117428.176	384.430
2459292.089604722	18	3	2021	14	9	1.848	2501029.489	1117428.068	384.434
2459292.089606122	18	3	2021	14	9	1.969	2501029.657	1117428.021	384.431
2459292.089607071	18	3	2021	14	9	2.051	2501029.836	1117427.962	384.436
2459292.089607650	18	3	2021	14	9	2.101	2501030.015	1117427.911	384.433
2459292.089608194	18	3	2021	14	9	2.148	2501030.198	1117427.847	384.434
2459292.089608981	18	3	2021	14	9	2.216	2501030.383	1117427.794	384.439
2459292.089609606	18	3	2021	14	9	2.270	2501030.568	1117427.734	384.433
2459292.089610555	18	3	2021	14	9	2.352	2501030.775	1117427.672	384.439
2459292.089611111	18	3	2021	14	9	2.400	2501030.955	1117427.612	384.434
2459292.089611666	18	3	2021	14	9	2.448	2501031.162	1117427.546	384.433
2459292.089612639	18	3	2021	14	9	2.532	2501031.362	1117427.483	384.438
2459292.089613240	18	3	2021	14	9	2.584	2501031.583	1117427.421	384.441
2459292.089613969	18	3	2021	14	9	2.647	2501031.783	1117427.353	384.439
2459292.089614571	18	3	2021	14	9	2.699	2501031.996	1117427.283	384.441
2459292.089615312	18	3	2021	14	9	2.763	2501032.218	1117427.217	384.437
2459292.089615926	18	3	2021	14	9	2.816	2501032.441	1117427.143	384.440
2459292.089616921	18	3	2021	14	9	2.902	2501032.657	1117427.076	384.440
2459292.089617465	18	3	2021	14	9	2.949	2501032.891	1117427.001	384.438
2459292.089618055	18	3	2021	14	9	3.000	2501033.120	1117426.918	384.445
2459292.089619027	18	3	2021	14	9	3.084	2501033.592	1117426.783	384.444
2459292.089620370	18	3	2021	14	9	3.200	2501034.075	1117426.627	384.444
2459292.089621528	18	3	2021	14	9	3.300	2501034.330	1117426.539	384.439
2459292.089622326	18	3	2021	14	9	3.369	2501034.590	1117426.466	384.436
2459292.089623102	18	3	2021	14	9	3.436	2501034.824	1117426.388	384.442
2459292.089624016	18	3	2021	14	9	3.515	2501035.361	1117426.212	384.439
2459292.089625196	18	3	2021	14	9	3.617	2501035.637	1117426.120	384.443
2459292.089625775	18	3	2021	14	9	3.667	2501035.908	1117426.037	384.446
2459292.089626527	18	3	2021	14	9	3.732	2501036.469	1117425.859	384.449
2459292.089628078	18	3	2021	14	9	3.866	2501037.024	1117425.678	384.448
2459292.089629270	18	3	2021	14	9	3.969	2501037.303	1117425.594	384.443
2459292.089630242	18	3	2021	14	9	4.053	2501037.599	1117425.504	384.446
2459292.089630926	18	3	2021	14	9	4.112	2501038.174	1117425.322	384.444
2459292.089632129	18	3	2021	14	9	4.216	2501038.452	1117425.236	384.444
2459292.089632870	18	3	2021	14	9	4.280	2501038.769	1117425.142	384.443
2459292.089633889	18	3	2021	14	9	4.368	2501039.401	1117424.952	384.447
2459292.089634838	18	3	2021	14	9	4.450	2501039.705	1117424.849	384.452
2459292.089635613	18	3	2021	14	9	4.517	2501040.009	1117424.757	384.448
2459292.089636400	18	3	2021	14	9	4.585	2501040.353	1117424.663	384.448
2459292.089636932	18	3	2021	14	9	4.631	2501040.657	1117424.561	384.449
2459292.089637742	18	3	2021	14	9	4.701	2501040.963	1117424.466	384.450
2459292.089638356	18	3	2021	14	9	4.754	2501041.288	1117424.364	384.454
2459292.089639166	18	3	2021	14	9	4.824	2501041.611	1117424.265	384.455
2459292.089639699	18	3	2021	14	9	4.870	2501041.956	1117424.155	384.459
2459292.089640705	18	3	2021	14	9	4.957	2501042.300	1117424.044	384.456
2459292.089641203	18	3	2021	14	9	5.000	2501042.982	1117423.830	384.453
2459292.089642372	18	3	2021	14	9	5.101	2501043.310	1117423.726	384.460
2459292.089643136	18	3	2021	14	9	5.167	2501043.624	1117423.622	384.463
2459292.089643703	18	3	2021	14	9	5.216	2501043.972	1117423.517	384.466
2459292.089644501	18	3	2021	14	9	5.285	2501044.292	1117423.415	384.465
2459292.089645069	18	3	2021	14	9	5.334	2501044.641	1117423.308	384.470
2459292.089645833	18	3	2021	14	9	5.400	2501044.976	1117423.202	384.474
2459292.089646412	18	3	2021	14	9	5.450	2501045.335	1117423.087	384.474
2459292.089646955	18	3	2021	14	9	5.497	2501045.685	1117422.975	384.463
2459292.089647777	18	3	2021	14	9	5.568	2501046.037	1117422.874	384.476
2459292.089648553	18	3	2021	14	9	5.635	2501046.399	1117422.760	384.482
